name,category,rating_value,rating_count,StoryLine,keywords,Genres
決勝女王 (2017),Biography,7.4,136473.0,"Molly Bloom, a beautiful young Olympic-class skier, ran the world's most exclusive high-stakes poker game for a decade before being arrested in the middle of the night by 17 FBI agents wielding automatic weapons. Her players included Hollywood royalty, sports stars, business titans, and finally, unbeknownst to her, the Russian mob. Her only ally was her criminal defense lawyer Charlie Jaffey, who learned that there was much more to Molly than the tabloids led us to believe.","['short skirt with heels', 'poker', 'lawyer', 'playing cards', 'female protagonist']","['Biography', 'Crime', 'Drama']"
愛的萬物論 (2014),Biography,7.7,395630.0,"The Theory of Everything is the story of the most brilliant and celebrated physicist of our time, Stephen Hawking, and Jane Wilde the arts student he fell in love with whilst studying at Cambridge in the 1960s. Little was expected from Stephen Hawking, a bright but shiftless student of cosmology, given just two years to live following the diagnosis of a fatal illness at 21 years of age. He became galvanized, however, by the love of fellow Cambridge student, Jane Wilde, and he went on to be called the successor to Einstein, as well as a husband and father to their three children. Over the course of their marriage as Stephen's body collapsed and his academic renown soared, fault lines were exposed that tested the lineaments of their relationship and dramatically altered the course of both of their lives.","['cambridge university', 'husband wife relationship', ""lou gehrig's disease"", 'cosmology', 'physicist']","['Biography', 'Drama', 'Romance']"
富家窮路 ,Comedy,8.5,49689.0,"When filthy-rich video store magnate Johnny Rose and his family suddenly find themselves broke, they are forced to leave their pampered lives to regroup and rebuild their empire from within the rural city limits of their only remaining asset - Schitt's Creek, an armpit of a town they once bought as a joke.","['siblings living together', 'riches to rags', 'class differences', 'real life father and son playing father and son', 'fish out of water']",['Comedy']
American Pie Presents: Girls' Rules (2020),Comedy,3.7,2970.0,"It's Senior year at East Great Falls. Annie, Kayla, Michelle, and Stephanie decide to harness their girl power and band together to get what they want their last year of high school.","['high school', 'campfire', 'pie', 'teenage party', 'champagne']",['Comedy']
辦公室瘋雲 ,Comedy,8.9,386636.0,"A mediocre paper company in the hands of Scranton, PA branch manager Michael Scott. This mockumentary follows the everyday lives of the manager and the employees he ""manages."" The crew follows the employees around 24/7 and captures their quite humorous and bizarre encounters as they will do what it takes to keep the company thriving.","['mockumentary', 'sitcom', 'cringe comedy', 'office', 'job']",['Comedy']
Monster Problems (2020),Comedy,7.1,9648.0,"Seven years after the Monsterpocalypse, Joel Dawson (Dylan O'Brien), along with the rest of humanity, has been living underground ever since giant creatures took control of the land. After reconnecting over radio with his high school girlfriend Aimee (Jessica Henwick), who is now 80 miles away at a coastal colony, Joel begins to fall for her again. As Joel realizes that there's nothing left for him underground, he decides against all logic to venture out to Aimee, despite all the dangerous monsters that stand in his way. The fun-filled and action-packed adventure also stars Michael Rooker and Ariana Greenblatt.","['psychotronic film', 'survival', 'apocalypse', 'crossbow', 'monsters']","['Action', 'Adventure', 'Comedy']"
俏妞報到 ,Comedy,7.7,185275.0,"Jess, a bubbly, off-beat teacher, who is known to burst into song, catches her boyfriend with another woman. Newly homeless, she moves into a loft with three single guys she's never met before. Nick, a jaded, law-school dropout isn't the best of company. Schmidt is a flashy, eccentric businessman who believes he is Yahweh's gift to women. Winston is a former athlete who doesn't know what to do, but really needs a win. Can this dysfunctional group handle the adorkable new girl?","['apartment building', 'woman wears eyeglasses', 'babe', 'thin attractive woman', 'loft']",['Comedy']
廢柴聯盟 ,Comedy,8.5,209298.0,"A former lawyer attends a community college when it is discovered he faked his Bachelor's degree. In an attempt to get with a student in his Spanish class, he forms a Spanish study group. To his surprise, more people attend the study group and the group of misfits form an unlikely community.","['study group', 'community college', 'sitcom', 'college', 'friendship']",['Comedy']
Don't Look Up (2021),Comedy,,,A pair of astronomers try to warn everyone on Earth that a giant meteorite will destroy the planet in six months.,['giant'],['Comedy']
吉爾莫女孩 ,Comedy,8.1,96944.0,"Thirty-two year old single mom, Lorelai, lives with her teenage daughter Rory in the small town of Stars Hollow, Connecticut, with crazy neighbors and many ups and downs.","['single mother', 'small town', 'female friendship', 'female protagonist', 'teenage girl']","['Comedy', 'Drama']"
從前，有個好萊塢 (2019),Comedy,7.6,523095.0,"Quentin Tarantino's Once Upon a Time... in Hollywood visits 1969 Los Angeles, where everything is changing, as TV star Rick Dalton (Leonardo DiCaprio) and his longtime stunt double Cliff Booth (Brad Pitt) make their way around an industry they hardly recognize anymore. The ninth film from the writer-director features a large ensemble cast and multiple storylines in a tribute to the final moments of Hollywood's golden age.","['white miniskirt', 'visible midriff', 'nagging wife', 'miniskirt with boots', 'flaunting girl']","['Comedy', 'Drama']"
Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan (2020),Comedy,7.0,39351.0,Follow-up film to the 2006 comedy centering on the real-life adventures of a fictional Kazakh television journalist named Borat.,"['making fun of americans', 'disguise', 'sequel', 'father daughter relationship', 'covid 19']",['Comedy']
無照律師 ,Comedy,8.5,355873.0,"While running from a drug deal gone bad, brilliant young college dropout Mike Ross slips into a job interview with one of New York City's best legal closers, Harvey Specter. Tired of cookie-cutter law-school grads, Harvey takes a gamble by hiring Mike on the spot after recognizing his raw talent and photographic memory. Mike and Harvey are a winning team. Although Mike is a genius, he still has a lot to learn about law; and while Harvey might seem like an emotionless, cold-blooded shark, Mike's sympathy and concern for their cases and clients will help remind Harvey why he went into law in the first place. Mike's other allies in the office include the firm's best paralegal Rachel and Harvey's no-nonsense assistant Donna. Proving to be an irrepressible duo and invaluable to the practice, Mike and Harvey must keep their secret from everyone including managing partner Jessica and Harvey's archnemesis Louis, who seems intent on making Mike's life as difficult as possible.","['lawyer', 'photographic memory', 'paralegal', 'law firm', 'new york city']","['Comedy', 'Drama']"
南方四賤客 ,Comedy,8.7,325926.0,"The curious, adventure-seeking, fourth grade group of 10 year old boys, Stan, Kyle, Cartman, and Kenny, all join in in buffoonish adventures that sometimes evolve nothing. Sometimes something that was simple at the start, turns out to get out of control. Everything is odd in the small mountain town, South Park, and the boys always find something to do with it.","['elementary school', 'colorado', 'profanity', 'religious humor', 'dysfunctional school']","['Animation', 'Comedy']"
辛普森家庭 ,Comedy,8.7,358633.0,"This is an animated sitcom about the antics of a dysfunctional family. Homer is the oafish unhealthy beer loving father, Marge is the hardworking homemaker wife, Bart is the perpetual ten-year-old underachiever (and proud of it), Lisa is the unappreciated eight-year-old genius, and Maggie is the cute, pacifier loving silent infant.","['adult animation', 'cult tv', 'satire', 'dysfunctional family', 'beer']","['Animation', 'Comedy']"
性愛自修室 ,Comedy,8.3,145978.0,"""Socially awkward high school student Otis may not have much experience in the lovemaking department, but he gets good guidance on the topic in his personal sex ed course -- living with mom Jean, who is a sex therapist. Being surrounded by manuals, videos and tediously open conversations about sex, Otis has become a reluctant expert on the subject. When his classmates learn about his home life, Otis decides to use his insider knowledge to improve his status at school, so he teams with whip-smart bad girl Maeve to set up an underground sex therapy clinic to deal with their classmates' problems. But through his analysis of teenage sexuality, Otis realizes that he may need some therapy of his own.","['sex therapy', 'gay best friend', 'gay teenager', 'sexual humor', 'high school boy']","['Comedy', 'Drama']"
寄生上流 (2019),Comedy,8.6,496301.0,"The Kims - mother and father Chung-sook and Ki-taek, and their young adult offspring, son Ki-woo and daughter Ki-jung - are a poor family living in a shabby and cramped half basement apartment in a busy lower working class commercial district of Seoul. Without even knowing it, they, especially Mr. and Mrs. Kim, literally smell of poverty. Often as a collective, they perpetrate minor scams to get by, and even when they have jobs, they do the minimum work required. Ki-woo is the one who has dreams of getting out of poverty by one day going to university. Despite not having that university education, Ki-woo is chosen by his university student friend Min, who is leaving to go to school, to take over his tutoring job to Park Da-hye, who Min plans to date once he returns to Seoul and she herself is in university. The Parks are a wealthy family who for four years have lived in their modernistic house designed by and the former residence of famed architect Namgoong. While Mr. and Mrs. Park ...","['social satire', 'class differences', 'house', 'fraud', 'scam']","['Comedy', 'Drama', 'Thriller']"
